release1,release2,value
org.springframework:spring-web:6.0.14,org.springframework:spring-web:5.3.20,375.0
log4j:log4j:1.2.17,log4j:log4j:1.2.12,83.0
org.springframework:spring-web:6.0.14,org.springframework:spring-web:5.3.9,382.0
org.apache.maven:maven-artifact-manager:2.1.0,org.apache.maven:maven-artifact-manager:2.2.1,2.0
org.apache.maven:maven-artifact:2.1.0,org.apache.maven:maven-artifact:2.2.1,1.0
org.apache.maven:maven-plugin-registry:2.1.0,org.apache.maven:maven-plugin-registry:2.2.1,2.0
org.tukaani:xz:1.0,org.tukaani:xz:1.6,13.0
org.tukaani:xz:1.0,org.tukaani:xz:1.9,50.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.3.1,27.0
org.tukaani:xz:1.0,org.tukaani:xz:1.8,50.0
net.bytebuddy:byte-buddy:1.9.11,net.bytebuddy:byte-buddy:1.12.16,601.0
net.bytebuddy:byte-buddy:1.9.11,net.bytebuddy:byte-buddy:1.12.18,601.0
org.hibernate.common:hibernate-commons-annotations:5.1.0.Final,org.hibernate.common:hibernate-commons-annotations:5.1.2.Final,20.0
net.bytebuddy:byte-buddy:1.9.11,net.bytebuddy:byte-buddy:1.12.21,601.0
net.bytebuddy:byte-buddy:1.9.11,net.bytebuddy:byte-buddy:1.12.10,570.0
org.springframework.boot:spring-boot:3.1.9,org.springframework.boot:spring-boot:2.5.12,251.0
net.bytebuddy:byte-buddy:1.9.11,net.bytebuddy:byte-buddy:1.14.9,644.0
org.javassist:javassist:3.24.0-GA,org.javassist:javassist:3.24.1-GA,0.0
org.javassist:javassist:3.24.0-GA,org.javassist:javassist:3.18.2-GA,88.0
org.jboss:jandex:2.0.5.Final,org.jboss:jandex:2.4.2.Final,29.0
org.hibernate.common:hibernate-commons-annotations:5.1.0.Final,org.hibernate.common:hibernate-commons-annotations:6.0.0.CR1,33.0
org.springframework.boot:spring-boot:3.1.9,org.springframework.boot:spring-boot:2.5.4,257.0
org.springframework.boot:spring-boot:3.1.9,org.springframework.boot:spring-boot:2.4.3,329.0
org.javassist:javassist:3.24.0-GA,org.javassist:javassist:3.27.0-GA,13.0
org.jetbrains.kotlin:kotlin-stdlib:1.7.21,org.jetbrains.kotlin:kotlin-stdlib:1.4.32,112.0
org.jetbrains.kotlin:kotlin-stdlib:1.7.21,org.jetbrains.kotlin:kotlin-stdlib:1.3.31,239.0
org.jetbrains.kotlin:kotlin-stdlib:1.7.21,org.jetbrains.kotlin:kotlin-stdlib:1.6.20,40.0
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.6.21,10.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.108.Final,11.0
log4j:log4j:1.2.16,log4j:log4j:1.2.15,56.0
org.jetbrains.kotlin:kotlin-stdlib:1.7.21,org.jetbrains.kotlin:kotlin-stdlib:1.5.31,90.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.13,26.0
joda-time:joda-time:2.9,joda-time:joda-time:2.8.1,6.0
joda-time:joda-time:2.9,joda-time:joda-time:2.9.7,6.0
org.junit.jupiter:junit-jupiter-api:5.10.2,org.junit.jupiter:junit-jupiter-api:5.10.1,0.0
org.junit.jupiter:junit-jupiter-api:5.10.2,org.junit.jupiter:junit-jupiter-api:5.8.2,36.0
org.junit.jupiter:junit-jupiter-api:5.10.2,org.junit.jupiter:junit-jupiter-api:5.9.1,11.0
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.10,16.0
joda-time:joda-time:2.9,joda-time:joda-time:2.10.10,14.0
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.8.20,16.0
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.22,0.0
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.10,10.0
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.6.20,10.0
org.hamcrest:hamcrest:2.2,org.hamcrest:hamcrest:2.1,5.0
org.codehaus.mojo:animal-sniffer-annotations:1.20,org.codehaus.mojo:animal-sniffer-annotations:1.10,0.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.3.1,27.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.10,25.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.6,11.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.2,9.0
org.springframework.boot:spring-boot-starter:3.0.13,org.springframework.boot:spring-boot-starter:2.7.14,0.0
org.junit.jupiter:junit-jupiter-api:5.10.2,org.junit.jupiter:junit-jupiter-api:5.9.3,11.0
org.junit.jupiter:junit-jupiter-api:5.10.1,org.junit.jupiter:junit-jupiter-api:5.10.2,0.0
org.junit.jupiter:junit-jupiter-api:5.10.1,org.junit.jupiter:junit-jupiter-api:5.8.2,36.0
org.junit.jupiter:junit-jupiter-api:5.10.1,org.junit.jupiter:junit-jupiter-api:5.9.1,11.0
org.junit.jupiter:junit-jupiter-api:5.10.1,org.junit.jupiter:junit-jupiter-api:5.9.3,11.0
io.netty:netty-transport:4.1.101.Final,io.netty:netty-transport:4.1.100.Final,3.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.13,11.0
io.netty:netty-buffer:4.1.39.Final,io.netty:netty-buffer:4.1.108.Final,35.0
com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.14.3,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.10.5,6.0
com.fasterxml.jackson.core:jackson-databind:2.14.3,com.fasterxml.jackson.core:jackson-databind:2.10.5.1,292.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.108.Final,45.0
com.fasterxml.jackson.core:jackson-databind:2.14.3,com.fasterxml.jackson.core:jackson-databind:2.13.2.1,80.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.100.Final,44.0
org.junit.jupiter:junit-jupiter:5.9.1,org.junit.jupiter:junit-jupiter:5.9.3,0.0
io.netty:netty-handler:4.1.97.Final,io.netty:netty-handler:4.1.101.Final,3.0
com.fasterxml.jackson.core:jackson-annotations:2.15.3,com.fasterxml.jackson.core:jackson-annotations:2.14.3,1.0
org.springframework:spring-web:6.0.13,org.springframework:spring-web:5.3.20,375.0
org.springframework:spring-web:6.0.13,org.springframework:spring-web:5.3.22,374.0
com.fasterxml.jackson.core:jackson-annotations:2.15.3,com.fasterxml.jackson.core:jackson-annotations:2.10.1,8.0
org.slf4j:slf4j-api:1.6.1,org.slf4j:slf4j-api:1.3.1,20.0
org.springframework.boot:spring-boot-autoconfigure:3.0.0,org.springframework.boot:spring-boot-autoconfigure:2.5.12,313.0
io.netty:netty-handler:4.1.97.Final,io.netty:netty-handler:4.1.92.Final,7.0
io.netty:netty-handler:4.1.97.Final,io.netty:netty-handler:4.1.106.Final,4.0
io.netty:netty-handler:4.1.97.Final,io.netty:netty-handler:4.1.93.Final,7.0
org.glassfish.jersey.core:jersey-client:2.37,org.glassfish.jersey.core:jersey-client:2.41,9.0
org.glassfish.jersey.core:jersey-client:2.37,org.glassfish.jersey.core:jersey-client:2.39.1,6.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.5,139.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.1.4,166.0
commons-lang:commons-lang:2.4,commons-lang:commons-lang:2.1,52.0
commons-lang:commons-lang:2.4,commons-lang:commons-lang:2.6,25.0
io.netty:netty-handler:4.1.97.Final,io.netty:netty-handler:4.1.90.Final,9.0
io.netty:netty:3.7.0.Final,io.netty:netty:3.6.2.Final,60.0
io.netty:netty-handler:4.1.97.Final,io.netty:netty-handler:4.1.99.Final,2.0
io.netty:netty-tcnative-classes:2.0.61.Final,io.netty:netty-tcnative-classes:2.0.60.Final,0.0
log4j:log4j:1.2.16,log4j:log4j:1.2.12,73.0
org.junit.platform:junit-platform-commons:1.8.2,org.junit.platform:junit-platform-commons:1.9.1,3.0
org.springframework.boot:spring-boot-starter:3.0.12,org.springframework.boot:spring-boot-starter:2.7.14,0.0
io.netty:netty-tcnative-classes:2.0.61.Final,io.netty:netty-tcnative-classes:2.0.54.Final,3.0
org.junit.platform:junit-platform-commons:1.8.2,org.junit.platform:junit-platform-commons:1.9.3,3.0
com.fasterxml.jackson.core:jackson-databind:2.14.3,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,169.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.108.Final,95.0
org.slf4j:slf4j-api:2.0.2,org.slf4j:slf4j-api:2.0.11,4.0
org.slf4j:slf4j-api:2.0.2,org.slf4j:slf4j-api:2.0.12,3.0
org.slf4j:slf4j-api:2.0.2,org.slf4j:slf4j-api:1.7.13,34.0
org.springframework:spring-tx:6.1.4,org.springframework:spring-tx:5.3.22,51.0
org.springframework:spring-web:6.0.13,org.springframework:spring-web:5.3.9,382.0
org.springframework:spring-web:6.0.13,org.springframework:spring-web:5.3.18,375.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.3.1,27.0
com.fasterxml.jackson.core:jackson-annotations:2.15.3,com.fasterxml.jackson.core:jackson-annotations:2.13.3,2.0
org.apache.ant:ant-launcher:1.10.3,org.apache.ant:ant-launcher:1.9.4,2.0
com.fasterxml.jackson.core:jackson-annotations:2.15.3,com.fasterxml.jackson.core:jackson-annotations:2.10.5,8.0
org.apache.ant:ant-launcher:1.10.3,org.apache.ant:ant-launcher:1.9.14,1.0
org.apache.ant:ant-launcher:1.10.3,org.apache.ant:ant-launcher:1.7.1,2.0
org.apache.ant:ant-launcher:1.10.3,org.apache.ant:ant-launcher:1.8.4,2.0
com.fasterxml.jackson.core:jackson-annotations:2.15.3,com.fasterxml.jackson.core:jackson-annotations:2.13.5,2.0
com.fasterxml.jackson.core:jackson-annotations:2.15.3,com.fasterxml.jackson.core:jackson-annotations:2.14.2,1.0
org.apache.ant:ant-launcher:1.10.3,org.apache.ant:ant-launcher:1.8.0,2.0
org.apache.ant:ant-launcher:1.10.3,org.apache.ant:ant-launcher:1.9.16,1.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.3.1,27.0
org.springframework:spring-core:5.3.29,org.springframework:spring-core:3.0.3.RELEASE,609.0
org.springframework:spring-core:5.3.29,org.springframework:spring-core:5.3.20,17.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.6.0,168.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.0,143.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.6.1,169.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.11,159.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.10,159.0
org.springframework:spring-beans:5.3.9,org.springframework:spring-beans:5.3.20,9.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.6.2,169.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.13,11.0
org.springframework:spring-tx:5.3.29,org.springframework:spring-tx:5.3.22,2.0
commons-collections:commons-collections:3.2.1,commons-collections:commons-collections:3.2,6.0
com.jcraft:jsch:0.1.42,com.jcraft:jsch:0.1.50,54.0
com.jcraft:jsch:0.1.42,com.jcraft:jsch:0.1.49,39.0
com.jcraft:jsch:0.1.42,com.jcraft:jsch:0.1.54,58.0
com.jcraft:jsch:0.1.42,com.jcraft:jsch:0.1.55,59.0
com.jcraft:jsch:0.1.42,com.jcraft:jsch:0.1.31,33.0
com.google.guava:guava:11.0.2,com.google.guava:guava:23.5-jre,409.0
org.springframework:spring-beans:5.3.9,org.springframework:spring-beans:5.3.31,12.0
org.springframework:spring-beans:5.3.9,org.springframework:spring-beans:5.3.30,12.0
commons-logging:commons-logging:1.1.3,commons-logging:commons-logging:1.2,1.0
com.google.guava:guava:11.0.2,com.google.guava:guava:28.1-jre,434.0
com.google.guava:guava:11.0.2,com.google.guava:guava:32.1.2-jre,447.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.84.Final,2.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.11,142.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.95.Final,2.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.18,145.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.13,144.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.10,142.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.15,145.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.12,144.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.14,145.0
commons-codec:commons-codec:1.4,commons-codec:commons-codec:1.3,17.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.75.Final,2.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.51.Final,1.0
com.google.crypto.tink:tink:1.2.2,com.google.crypto.tink:tink:1.7.0,191.0
org.springframework:spring-core:5.3.9,org.springframework:spring-core:3.0.3.RELEASE,608.0
org.springframework:spring-core:5.3.9,org.springframework:spring-core:5.3.20,18.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.79.Final,2.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.89.Final,2.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.92.Final,2.0
org.apache.commons:commons-compress:1.4.1,org.apache.commons:commons-compress:1.18,45.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.94.Final,2.0
org.apache.commons:commons-compress:1.4.1,org.apache.commons:commons-compress:1.0,79.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.17.Final,2.0
org.apache.commons:commons-compress:1.4.1,org.apache.commons:commons-compress:1.22,57.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.99.Final,2.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.107.Final,2.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.97.Final,2.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.93.Final,2.0
org.apache.commons:commons-compress:1.4.1,org.apache.commons:commons-compress:1.14,38.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.108.Final,2.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.9,159.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.1.5,167.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:5.3.9,18.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:5.3.29,17.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:5.3.4,29.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:5.3.22,6.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:5.3.31,23.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:5.3.30,22.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.1.0,164.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.0,131.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.2,131.0
org.apache.httpcomponents:httpcore:4.4.5,org.apache.httpcomponents:httpcore:4.2.2,103.0
org.apache.httpcomponents:httpcore:4.4.5,org.apache.httpcomponents:httpcore:4.0.1,156.0
org.slf4j:slf4j-log4j12:1.6.1,org.slf4j:slf4j-log4j12:1.7.30,5.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.5.Final,7.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.4.18,45.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.5,148.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.6.3,169.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.6,148.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.87.Final,2.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.6.4,169.0
io.netty:netty-resolver:4.1.43.Final,io.netty:netty-resolver:4.1.90.Final,2.0
org.slf4j:slf4j-log4j12:1.6.1,org.slf4j:slf4j-log4j12:1.7.25,5.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.7,156.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.4.21,73.0
jline:jline:0.9.94,jline:jline:2.12,30.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.5.8,158.0
io.netty:netty-common:4.1.43.Final,io.netty:netty-common:4.1.108.Final,96.0
jline:jline:0.9.94,jline:jline:1.0,6.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.4.14,29.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.1.2,164.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.1.1,164.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.1.3,165.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:3.0.3.RELEASE,608.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.16,145.0
org.springframework:spring-core:5.3.20,org.springframework:spring-core:6.0.17,145.0
org.apache.httpcomponents:httpcore:4.4.5,org.apache.httpcomponents:httpcore:4.4.6,4.0
org.apache.httpcomponents:httpcore:4.4.5,org.apache.httpcomponents:httpcore:4.4.8,6.0
commons-configuration:commons-configuration:1.6,commons-configuration:commons-configuration:1.8,61.0
org.apache.httpcomponents:httpcore:4.4.5,org.apache.httpcomponents:httpcore:4.2.4,103.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.4.28,103.0
io.projectreactor:reactor-core:3.4.8,io.projectreactor:reactor-core:3.2.5.RELEASE,463.0
org.apache.httpcomponents:httpcore:4.4.5,org.apache.httpcomponents:httpcore:4.4.4,3.0
com.fasterxml.jackson.core:jackson-databind:2.13.5,com.fasterxml.jackson.core:jackson-databind:2.10.5.1,252.0
com.fasterxml.jackson.core:jackson-databind:2.13.5,com.fasterxml.jackson.core:jackson-databind:2.13.2.1,4.0
io.projectreactor:reactor-test:3.4.31,io.projectreactor:reactor-test:3.4.8,14.0
io.projectreactor:reactor-test:3.4.31,io.projectreactor:reactor-test:3.4.21,3.0
io.projectreactor:reactor-test:3.4.31,io.projectreactor:reactor-test:3.4.16,8.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.3.1,27.0
org.jetbrains.kotlinx:kotlinx-coroutines-core:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-core:1.5.2,0.0
org.jetbrains.kotlinx:kotlinx-coroutines-core:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-core:1.4.0,0.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:5.3.18,16.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.1.0,369.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.5,328.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.10,335.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.12,336.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.1.4,374.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.13,11.0
org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.5.2,0.0
org.springframework:spring-web:6.0.2,org.springframework:spring-web:5.3.9,351.0
com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.14.3,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.10.5,6.0
org.springframework:spring-web:6.0.2,org.springframework:spring-web:5.3.18,343.0
com.fasterxml.jackson.core:jackson-databind:2.14.3,com.fasterxml.jackson.core:jackson-databind:2.10.5.1,292.0
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.4.0,2.0
com.fasterxml.jackson.core:jackson-databind:2.14.3,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,169.0
org.springframework:spring-web:6.0.2,org.springframework:spring-web:5.3.20,343.0
org.springframework:spring-web:6.0.2,org.springframework:spring-web:5.3.22,342.0
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.10,0.0
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.10,8.0
org.springframework.boot:spring-boot-starter-test:3.0.0,org.springframework.boot:spring-boot-starter-test:2.7.15,0.0
org.springframework.boot:spring-boot-starter-test:3.0.0,org.springframework.boot:spring-boot-starter-test:2.7.16,0.0
com.fasterxml.jackson.core:jackson-databind:2.14.3,com.fasterxml.jackson.core:jackson-databind:2.13.2.1,80.0
org.springframework.boot:spring-boot-starter-test:3.0.0,org.springframework.boot:spring-boot-starter-test:2.7.18,0.0
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.22,0.0
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.8.20,8.0
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.7.21,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.4.30,2.0
org.springframework.data:spring-data-commons:3.2.3,org.springframework.data:spring-data-commons:2.6.6,252.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:11.0.2,855.0
org.springframework.data:spring-data-commons:3.2.3,org.springframework.data:spring-data-commons:2.5.4,264.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:25.0-jre,300.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:18.0,679.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:23.5-jre,378.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:28.1-jre,239.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:15.0,710.0
org.springframework.hateoas:spring-hateoas:2.2.0,org.springframework.hateoas:spring-hateoas:1.4.4,48.0
org.jmolecules:jmolecules-ddd:1.9.0,org.jmolecules:jmolecules-ddd:1.4.0,1.0
org.springframework.hateoas:spring-hateoas:2.2.0,org.springframework.hateoas:spring-hateoas:1.2.4,129.0
org.slf4j:slf4j-api:2.0.2,org.slf4j:slf4j-api:1.3.1,44.0
org.springframework.boot:spring-boot-starter-actuator:3.0.0,org.springframework.boot:spring-boot-starter-actuator:3.2.3,0.0
org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.6.4,org.jetbrains.kotlinx:kotlinx-coroutines-reactor:1.5.2,0.0
org.springframework.boot:spring-boot-starter-actuator:3.0.0,org.springframework.boot:spring-boot-starter-actuator:3.2.0,0.0
org.springframework.boot:spring-boot-starter-actuator:3.0.0,org.springframework.boot:spring-boot-starter-actuator:3.2.4,0.0
org.springframework.boot:spring-boot-starter-actuator:3.0.0,org.springframework.boot:spring-boot-starter-actuator:3.1.2,0.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.2,312.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.30,0.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.13,336.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.1.0,54.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.16,338.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.1.1,369.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:5.3.4,14.0
org.springframework.data:spring-data-commons:3.2.4,org.springframework.data:spring-data-commons:3.2.3,2.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.18,339.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.15,336.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.2,45.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.4.0,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.8.22,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.7.10,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.8.10,0.0
org.springframework.data:spring-data-commons:3.2.4,org.springframework.data:spring-data-commons:2.5.4,264.0
org.springframework.data:spring-data-commons:3.2.4,org.springframework.data:spring-data-commons:2.6.6,252.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.11,49.0
org.slf4j:slf4j-api:1.7.5,org.slf4j:slf4j-api:1.7.13,6.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.11,336.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.15,49.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.1.3,372.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.14,49.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.1.2,370.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.17,49.0
org.springframework:spring-web:5.3.9,org.springframework:spring-web:6.0.14,336.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.16,49.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.1.5,55.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.5,47.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.1.4,55.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.6.20,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.8.20,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.5.31,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.7.22,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.6.21,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.5.30,0.0
org.springframework.boot:spring-boot-starter:3.0.11,org.springframework.boot:spring-boot-starter:2.7.14,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.5.21,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.5.32,0.0
org.jetbrains.kotlin:kotlin-stdlib-common:1.4.32,org.jetbrains.kotlin:kotlin-stdlib-common:1.7.21,0.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.0.18,49.0
org.springframework:spring-beans:5.3.31,org.springframework:spring-beans:6.1.1,54.0
